fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
146,bus,0.64,1,1277,249,1394,365,MATRICULA,None,None,None,None,None,None
146,person,0.8,3,229,245,294,462,MATRICULA,None,None,None,None,None,None
146,car,0.67,4,1425,322,1516,382,MATRICULA,None,None,None,None,None,None
147,bus,0.6,1,1277,250,1392,365,MATRICULA,None,None,None,None,None,None
147,person,0.8,3,233,244,296,461,MATRICULA,None,None,None,None,None,None
147,car,0.62,4,1425,322,1515,381,MATRICULA,None,None,None,None,None,None
148,bus,0.64,1,1276,250,1393,365,MATRICULA,None,None,None,None,None,None
148,person,0.38,3,238,243,301,461,MATRICULA,None,None,None,None,None,None
148,car,0.56,4,1425,322,1512,381,MATRICULA,None,None,None,None,None,None
149,bus,0.72,1,1276,250,1392,365,MATRICULA,None,None,None,None,None,None
149,person,0.12,3,241,244,306,461,MATRICULA,None,None,None,None,None,None
149,car,0.56,4,1426,322,1510,380,MATRICULA,None,None,None,None,None,None
150,bus,0.74,1,1276,250,1392,365,MATRICULA,None,None,None,None,None,None
150,person,0.81,3,242,242,309,461,MATRICULA,None,None,None,None,None,None
150,car,0.58,4,1426,322,1511,381,MATRICULA,None,None,None,None,None,None
151,bus,0.76,1,1275,250,1390,364,MATRICULA,None,None,None,None,None,None
151,person,0.8,3,243,246,316,461,MATRICULA,None,None,None,None,None,None
151,car,0.59,4,1426,323,1511,381,MATRICULA,None,None,None,None,None,None
152,bus,0.78,1,1274,250,1389,364,MATRICULA,None,None,None,None,None,None
152,person,0.78,3,244,249,320,461,MATRICULA,None,None,None,None,None,None
152,car,0.56,4,1426,323,1509,381,MATRICULA,None,None,None,None,None,None
153,bus,0.83,1,1274,251,1386,364,MATRICULA,None,None,None,None,None,None
153,person,0.8,3,244,251,323,460,MATRICULA,None,None,None,None,None,None
153,car,0.56,4,1426,323,1508,381,MATRICULA,None,None,None,None,None,None
154,bus,0.82,1,1274,251,1385,364,MATRICULA,None,None,None,None,None,None
154,person,0.79,3,248,252,326,459,MATRICULA,None,None,None,None,None,None
154,car,0.54,4,1425,323,1507,381,MATRICULA,None,None,None,None,None,None
155,bus,0.78,1,1273,251,1384,362,MATRICULA,None,None,None,None,None,None
155,person,0.75,3,251,256,330,459,MATRICULA,None,None,None,None,None,None
155,car,0.53,4,1425,323,1505,381,MATRICULA,None,None,None,None,None,None
156,bus,0.79,1,1272,251,1382,362,MATRICULA,None,None,None,None,None,None
156,person,0.73,3,253,255,331,459,MATRICULA,None,None,None,None,None,None
156,car,0.52,4,1425,323,1504,379,MATRICULA,None,None,None,None,None,None
157,bus,0.76,1,1271,252,1381,362,MATRICULA,None,None,None,None,None,None
157,person,0.8,3,260,253,334,452,MATRICULA,None,None,None,None,None,None
157,car,0.54,4,1425,323,1508,378,MATRICULA,None,None,None,None,None,None
158,bus,0.76,1,1270,252,1379,362,MATRICULA,None,None,None,None,None,None
158,person,0.8,3,266,252,338,449,MATRICULA,None,None,None,None,None,None
158,car,0.57,4,1424,323,1511,379,MATRICULA,None,None,None,None,None,None
159,bus,0.71,1,1270,252,1378,362,MATRICULA,None,None,None,None,None,None
159,person,0.79,3,275,246,343,450,MATRICULA,None,None,None,None,None,None
159,car,0.56,4,1425,323,1512,379,MATRICULA,None,None,None,None,None,None
160,bus,0.75,1,1271,252,1379,362,MATRICULA,None,None,None,None,None,None
160,person,0.8,3,282,244,350,450,MATRICULA,None,None,None,None,None,None
160,car,0.55,4,1425,323,1512,379,MATRICULA,None,None,None,None,None,None
161,bus,0.79,1,1270,252,1379,362,MATRICULA,None,None,None,None,None,None
161,person,0.81,3,289,245,355,451,MATRICULA,None,None,None,None,None,None
161,car,0.55,4,1425,323,1512,378,MATRICULA,None,None,None,None,None,None
162,bus,0.78,1,1269,252,1378,361,MATRICULA,None,None,None,None,None,None
162,person,0.8,3,292,250,360,451,MATRICULA,None,None,None,None,None,None
162,car,0.54,4,1425,323,1512,378,MATRICULA,None,None,None,None,None,None
163,bus,0.76,1,1269,252,1377,361,MATRICULA,None,None,None,None,None,None
163,person,0.75,3,295,257,366,452,MATRICULA,None,None,None,None,None,None
163,car,0.54,4,1425,323,1512,378,MATRICULA,None,None,None,None,None,None
164,bus,0.76,1,1269,252,1375,361,MATRICULA,None,None,None,None,None,None
164,person,0.74,3,298,262,373,451,MATRICULA,None,None,None,None,None,None
164,car,0.53,4,1425,323,1513,378,MATRICULA,None,None,None,None,None,None
165,bus,0.79,1,1269,252,1374,361,MATRICULA,None,None,None,None,None,None
165,person,0.81,3,301,265,379,451,MATRICULA,None,None,None,None,None,None
165,car,0.55,4,1424,323,1513,378,MATRICULA,None,None,None,None,None,None
166,bus,0.77,1,1267,254,1373,361,MATRICULA,None,None,None,None,None,None
166,person,0.83,3,303,262,383,451,MATRICULA,None,None,None,None,None,None
166,car,0.56,4,1425,323,1513,378,MATRICULA,None,None,None,None,None,None
167,bus,0.78,1,1264,254,1371,360,MATRICULA,None,None,None,None,None,None
167,person,0.83,3,305,262,385,451,MATRICULA,None,None,None,None,None,None
167,car,0.54,4,1425,323,1511,379,MATRICULA,None,None,None,None,None,None
168,bus,0.79,1,1263,254,1370,359,MATRICULA,None,None,None,None,None,None
168,person,0.84,3,305,262,387,451,MATRICULA,None,None,None,None,None,None
168,car,0.54,4,1425,323,1510,380,MATRICULA,None,None,None,None,None,None
169,bus,0.8,1,1262,254,1369,358,MATRICULA,None,None,None,None,None,None
169,person,0.86,3,308,259,388,450,MATRICULA,None,None,None,None,None,None
169,car,0.6,4,1425,323,1513,382,MATRICULA,None,None,None,None,None,None
170,bus,0.79,1,1261,254,1368,358,MATRICULA,None,None,None,None,None,None
170,person,0.82,3,312,258,389,450,MATRICULA,None,None,None,None,None,None
170,car,0.59,4,1425,323,1514,382,MATRICULA,None,None,None,None,None,None
171,bus,0.78,1,1259,255,1367,358,MATRICULA,None,None,None,None,None,None
171,person,0.77,3,318,257,393,450,MATRICULA,None,None,None,None,None,None
171,car,0.6,4,1425,323,1514,382,MATRICULA,None,None,None,None,None,None
172,bus,0.76,1,1258,255,1365,357,MATRICULA,None,None,None,None,None,None
172,person,0.77,3,326,257,395,448,MATRICULA,None,None,None,None,None,None
172,car,0.61,4,1425,323,1514,382,MATRICULA,None,None,None,None,None,None
173,bus,0.73,1,1258,256,1364,357,MATRICULA,None,None,None,None,None,None
173,person,0.78,3,332,259,396,447,MATRICULA,None,None,None,None,None,None
173,car,0.59,4,1425,323,1514,382,MATRICULA,None,None,None,None,None,None
174,bus,0.73,1,1258,257,1362,357,MATRICULA,None,None,None,None,None,None
174,person,0.81,3,337,258,398,445,MATRICULA,None,None,None,None,None,None
174,car,0.59,4,1425,323,1514,382,MATRICULA,None,None,None,None,None,None
175,bus,0.73,1,1258,257,1361,357,MATRICULA,None,None,None,None,None,None
175,person,0.61,3,341,258,400,444,MATRICULA,None,None,None,None,None,None
175,car,0.59,4,1426,323,1514,381,MATRICULA,None,None,None,None,None,None
176,bus,0.73,1,1257,257,1360,357,MATRICULA,None,None,None,None,None,None
176,person,0.59,3,343,256,403,444,MATRICULA,None,None,None,None,None,None
176,car,0.57,4,1426,323,1514,380,MATRICULA,None,None,None,None,None,None
177,bus,0.71,1,1256,257,1359,357,MATRICULA,None,None,None,None,None,None
177,person,0.6,3,345,262,403,445,MATRICULA,None,None,None,None,None,None
177,car,0.57,4,1427,323,1513,380,MATRICULA,None,None,None,None,None,None
178,bus,0.67,1,1256,257,1358,358,MATRICULA,None,None,None,None,None,None
178,person,0.77,3,348,258,409,444,MATRICULA,None,None,None,None,None,None
178,car,0.54,4,1426,323,1512,381,MATRICULA,None,None,None,None,None,None
178,car,0.61,5,1359,321,1399,357,MATRICULA,None,None,None,None,None,None
179,bus,0.69,1,1256,257,1357,358,MATRICULA,None,None,None,None,None,None
179,person,0.81,3,348,255,413,444,MATRICULA,None,None,None,None,None,None
179,car,0.56,4,1426,323,1512,380,MATRICULA,None,None,None,None,None,None
179,car,0.62,5,1360,321,1400,356,MATRICULA,None,None,None,None,None,None
180,bus,0.65,1,1256,257,1356,358,MATRICULA,None,None,None,None,None,None
180,person,0.78,3,350,255,415,444,MATRICULA,None,None,None,None,None,None
180,car,0.54,4,1426,324,1511,379,MATRICULA,None,None,None,None,None,None
180,car,0.64,5,1361,321,1400,357,MATRICULA,None,None,None,None,None,None
181,bus,0.64,1,1255,258,1355,358,MATRICULA,None,None,None,None,None,None
181,person,0.76,3,349,255,418,443,MATRICULA,None,None,None,None,None,None
181,car,0.52,4,1426,324,1510,379,MATRICULA,None,None,None,None,None,None
181,car,0.65,5,1360,321,1401,356,MATRICULA,None,None,None,None,None,None
182,bus,0.51,1,1255,259,1354,357,MATRICULA,None,None,None,None,None,None
182,person,0.74,3,349,257,423,444,MATRICULA,None,None,None,None,None,None
182,car,0.5,4,1426,324,1508,379,MATRICULA,None,None,None,None,None,None
182,car,0.67,5,1357,321,1401,356,MATRICULA,None,None,None,None,None,None
183,bus,0.56,1,1254,259,1354,357,MATRICULA,None,None,None,None,None,None
183,person,0.74,3,355,259,425,443,MATRICULA,None,None,None,None,None,None
183,car,0.48,4,1427,324,1505,378,MATRICULA,None,None,None,None,None,None
183,car,0.65,5,1355,321,1401,356,MATRICULA,None,None,None,None,None,None
184,bus,0.56,1,1254,260,1353,357,MATRICULA,None,None,None,None,None,None
184,person,0.76,3,360,262,428,442,MATRICULA,None,None,None,None,None,None
184,car,0.49,4,1428,324,1504,378,MATRICULA,None,None,None,None,None,None
184,car,0.64,5,1356,321,1402,356,MATRICULA,None,None,None,None,None,None
185,truck,0.44,1,1254,259,1352,357,MATRICULA,None,None,None,None,None,None
185,person,0.76,3,366,263,430,440,MATRICULA,None,None,None,None,None,None
185,car,0.49,4,1428,324,1504,378,MATRICULA,None,None,None,None,None,None
185,car,0.63,5,1357,321,1401,356,MATRICULA,None,None,None,None,None,None
186,truck,0.42,1,1253,259,1351,357,MATRICULA,None,None,None,None,None,None
186,person,0.74,3,373,261,434,439,MATRICULA,None,None,None,None,None,None
186,car,0.49,4,1428,324,1505,378,MATRICULA,None,None,None,None,None,None
186,car,0.64,5,1360,321,1401,356,MATRICULA,None,None,None,None,None,None
187,bus,0.5,1,1252,260,1350,357,MATRICULA,None,None,None,None,None,None
187,person,0.75,3,379,258,439,440,MATRICULA,None,None,None,None,None,None
187,car,0.51,4,1429,324,1505,378,MATRICULA,None,None,None,None,None,None
187,car,0.63,5,1362,321,1401,356,MATRICULA,None,None,None,None,None,None
188,truck,0.42,1,1251,260,1350,357,MATRICULA,None,None,None,None,None,None
188,person,0.75,3,382,258,444,440,MATRICULA,None,None,None,None,None,None
188,car,0.51,4,1429,324,1504,378,MATRICULA,None,None,None,None,None,None
188,car,0.62,5,1363,322,1401,356,MATRICULA,None,None,None,None,None,None
189,bus,0.52,1,1251,259,1349,357,MATRICULA,None,None,None,None,None,None
189,person,0.78,3,386,257,448,438,MATRICULA,None,None,None,None,None,None
189,car,0.51,4,1429,324,1504,378,MATRICULA,None,None,None,None,None,None
189,car,0.63,5,1362,322,1400,356,MATRICULA,None,None,None,None,None,None
190,truck,0.4,1,1251,259,1349,356,MATRICULA,None,None,None,None,None,None
190,person,0.76,3,392,257,452,437,MATRICULA,None,None,None,None,None,None
190,car,0.53,4,1429,324,1505,378,MATRICULA,None,None,None,None,None,None
190,car,0.63,5,1361,322,1401,356,MATRICULA,None,None,None,None,None,None
191,truck,0.41,1,1250,259,1349,356,MATRICULA,None,None,None,None,None,None
191,person,0.73,3,395,263,458,437,MATRICULA,None,None,None,None,None,None
191,car,0.52,4,1429,324,1505,378,MATRICULA,None,None,None,None,None,None
191,car,0.64,5,1363,322,1400,356,MATRICULA,None,None,None,None,None,None
192,bus,0.52,1,1248,259,1347,356,MATRICULA,None,None,None,None,None,None
192,person,0.74,3,397,269,465,438,MATRICULA,None,None,None,None,None,None
192,car,0.52,4,1429,324,1506,379,MATRICULA,None,None,None,None,None,None
192,car,0.63,5,1364,322,1400,356,MATRICULA,None,None,None,None,None,None
193,truck,0.36,1,1247,259,1344,355,MATRICULA,None,None,None,None,None,None
193,person,0.75,3,399,271,468,438,MATRICULA,None,None,None,None,None,None
193,car,0.53,4,1429,323,1508,379,MATRICULA,None,None,None,None,None,None
193,car,0.62,5,1362,322,1399,356,MATRICULA,None,None,None,None,None,None
194,truck,0.41,1,1246,260,1342,354,MATRICULA,None,None,None,None,None,None
194,person,0.77,3,400,275,472,438,MATRICULA,None,None,None,None,None,None
194,car,0.54,4,1429,323,1509,379,MATRICULA,None,None,None,None,None,None
194,car,0.62,5,1361,322,1398,356,MATRICULA,None,None,None,None,None,None
195,truck,0.43,1,1246,259,1341,354,MATRICULA,None,None,None,None,None,None
195,person,0.72,3,400,269,474,438,MATRICULA,None,None,None,None,None,None
195,car,0.55,4,1429,323,1509,380,MATRICULA,None,None,None,None,None,None
195,car,0.61,5,1362,322,1398,356,MATRICULA,None,None,None,None,None,None
196,bus,0.54,1,1246,260,1341,354,MATRICULA,None,None,None,None,None,None
196,person,0.73,3,401,267,476,438,MATRICULA,None,None,None,None,None,None
196,car,0.55,4,1429,323,1509,380,MATRICULA,None,None,None,None,None,None
196,car,0.61,5,1363,322,1398,356,MATRICULA,None,None,None,None,None,None
196,car,0.61,6,1340,321,1380,353,MATRICULA,None,None,None,None,None,None
197,bus,0.4,1,1246,261,1339,354,MATRICULA,None,None,None,None,None,None
197,person,0.74,3,404,270,476,437,MATRICULA,None,None,None,None,None,None
197,car,0.54,4,1429,323,1509,380,MATRICULA,None,None,None,None,None,None
197,car,0.58,5,1362,323,1397,356,MATRICULA,None,None,None,None,None,None
197,car,0.57,6,1342,323,1380,352,MATRICULA,0.0663649047392747,1359,343,1365,352,5
198,bus,0.42,1,1246,261,1338,353,MATRICULA,None,None,None,None,None,None
198,person,0.74,3,409,270,478,436,MATRICULA,None,None,None,None,None,None
198,car,0.54,4,1429,323,1509,380,MATRICULA,None,None,None,None,None,None
198,car,0.58,5,1363,323,1397,356,MATRICULA,None,None,None,None,None,None
198,car,0.58,6,1342,323,1378,352,MATRICULA,None,None,None,None,None,None
199,bus,0.4,1,1245,260,1337,353,MATRICULA,None,None,None,None,None,None
199,person,0.75,3,414,269,478,435,MATRICULA,None,None,None,None,None,None
199,car,0.55,4,1429,323,1510,380,MATRICULA,None,None,None,None,None,None
199,car,0.57,5,1363,323,1397,356,MATRICULA,None,None,None,None,None,None
199,car,0.56,6,1344,323,1381,352,MATRICULA,0.06408927631764616,1360,345,1366,351,1
200,truck,0.26,1,1245,261,1335,352,MATRICULA,None,None,None,None,None,None
200,person,0.75,3,419,270,478,432,MATRICULA,None,None,None,None,None,None
200,car,0.56,4,1429,323,1510,380,MATRICULA,None,None,None,None,None,None
200,car,0.58,5,1361,323,1397,356,MATRICULA,None,None,None,None,None,None
200,car,0.55,6,1344,323,1383,352,MATRICULA,0.16951223584824593,1358,343,1364,352,1
201,bus,0.37,1,1246,262,1336,352,MATRICULA,None,None,None,None,None,None
201,person,0.73,3,424,268,480,432,MATRICULA,None,None,None,None,None,None
201,car,0.57,4,1429,323,1510,380,MATRICULA,None,None,None,None,None,None
201,car,0.59,5,1362,323,1397,356,MATRICULA,None,None,None,None,None,None
201,car,0.56,6,1344,323,1381,352,MATRICULA,None,None,None,None,None,None
202,bus,0.32,1,1247,262,1336,353,MATRICULA,None,None,None,None,None,None
202,person,0.75,3,428,263,484,431,MATRICULA,None,None,None,None,None,None
202,car,0.57,4,1428,323,1510,380,MATRICULA,None,None,None,None,None,None
202,car,0.59,5,1363,323,1397,356,MATRICULA,None,None,None,None,None,None
202,car,0.58,6,1344,323,1381,352,MATRICULA,None,None,None,None,None,None
203,truck,0.36,1,1249,262,1335,353,MATRICULA,None,None,None,None,None,None
203,person,0.73,3,431,258,486,430,MATRICULA,None,None,None,None,None,None
203,car,0.58,4,1428,323,1511,380,MATRICULA,None,None,None,None,None,None
203,car,0.61,5,1363,323,1398,356,MATRICULA,None,None,None,None,None,None
203,car,0.58,6,1344,323,1380,352,MATRICULA,0.04133094421911587,1360,343,1366,352,1
204,bus,0.52,1,1248,262,1333,353,MATRICULA,None,None,None,None,None,None
204,person,0.29,3,434,262,486,428,MATRICULA,None,None,None,None,None,None
204,car,0.58,4,1428,323,1511,380,MATRICULA,None,None,None,None,None,None
204,car,0.6,5,1362,323,1397,356,MATRICULA,None,None,None,None,None,None
204,car,0.59,6,1344,323,1380,352,MATRICULA,None,None,None,None,None,None
205,truck,0.35,1,1248,261,1332,354,MATRICULA,None,None,None,None,None,None
205,person,0.76,3,436,262,488,429,MATRICULA,None,None,None,None,None,None
205,car,0.58,4,1428,323,1510,380,MATRICULA,None,None,None,None,None,None
205,car,0.62,5,1362,323,1397,356,MATRICULA,None,None,None,None,None,None
205,car,0.59,6,1344,323,1380,352,MATRICULA,None,None,None,None,None,None
206,truck,0.33,1,1248,262,1331,353,MATRICULA,None,None,None,None,None,None
206,person,0.77,3,437,262,491,430,MATRICULA,None,None,None,None,None,None
206,car,0.58,4,1428,323,1509,380,MATRICULA,None,None,None,None,None,None
206,car,0.61,5,1361,323,1397,356,MATRICULA,None,None,None,None,None,None
206,car,0.54,6,1345,323,1380,352,MATRICULA,0.10583987334620648,1358,344,1364,352,1
207,bus,0.56,1,1247,262,1329,354,MATRICULA,None,None,None,None,None,None
207,person,0.76,3,439,267,493,430,MATRICULA,None,None,None,None,None,None
207,car,0.6,4,1428,323,1509,380,MATRICULA,None,None,None,None,None,None
207,car,0.65,5,1362,322,1398,357,MATRICULA,None,None,None,None,None,None
207,car,0.53,6,1346,323,1378,352,MATRICULA,0.05018005534164183,1359,345,1365,352,1
208,bus,0.52,1,1247,263,1328,353,MATRICULA,None,None,None,None,None,None
208,person,0.71,3,443,273,495,432,MATRICULA,None,None,None,None,None,None
208,car,0.59,4,1428,323,1509,380,MATRICULA,None,None,None,None,None,None
208,car,0.65,5,1362,322,1398,357,MATRICULA,None,None,None,None,None,None
208,car,0.54,6,1347,323,1379,352,MATRICULA,None,None,None,None,None,None
209,bus,0.53,1,1247,263,1328,352,MATRICULA,None,None,None,None,None,None
209,person,0.63,3,444,275,498,432,MATRICULA,None,None,None,None,None,None
209,car,0.59,4,1428,323,1509,380,MATRICULA,None,None,None,None,None,None
209,car,0.66,5,1361,322,1398,357,MATRICULA,None,None,None,None,None,None
209,car,0.56,6,1347,323,1380,352,MATRICULA,None,None,None,None,None,None
210,bus,0.57,1,1246,263,1329,351,MATRICULA,None,None,None,None,None,None
210,person,0.66,3,446,275,501,432,MATRICULA,None,None,None,None,None,None
210,car,0.58,4,1428,323,1508,380,MATRICULA,None,None,None,None,None,None
210,car,0.65,5,1360,322,1398,357,MATRICULA,None,None,None,None,None,None
210,car,0.57,6,1348,323,1381,352,MATRICULA,None,None,None,None,None,None
211,bus,0.67,1,1246,262,1330,351,MATRICULA,None,None,None,None,None,None
211,person,0.71,3,449,276,502,431,MATRICULA,None,None,None,None,None,None
211,car,0.57,4,1429,323,1507,380,MATRICULA,None,None,None,None,None,None
211,car,0.66,5,1361,322,1398,357,MATRICULA,None,None,None,None,None,None
211,car,0.57,6,1348,323,1379,352,MATRICULA,None,None,None,None,None,None
212,bus,0.54,1,1245,262,1330,351,MATRICULA,None,None,None,None,None,None
212,person,0.6,3,453,276,506,429,MATRICULA,None,None,None,None,None,None
212,car,0.58,4,1429,323,1507,380,MATRICULA,None,None,None,None,None,None
212,car,0.63,5,1361,322,1398,357,MATRICULA,None,None,None,None,None,None
212,car,0.57,6,1347,323,1379,352,MATRICULA,None,None,None,None,None,None
213,bus,0.5,1,1245,262,1329,350,MATRICULA,None,None,None,None,None,None
213,person,0.63,3,456,264,511,429,MATRICULA,None,None,None,None,None,None
213,car,0.58,4,1428,323,1508,380,MATRICULA,None,None,None,None,None,None
213,car,0.63,5,1362,322,1398,357,MATRICULA,None,None,None,None,None,None
213,car,0.57,6,1346,323,1377,351,MATRICULA,0.09526770281082975,1359,344,1365,351,1
214,bus,0.61,1,1245,262,1328,349,MATRICULA,None,None,None,None,None,None
214,person,0.7,3,459,262,514,427,MATRICULA,None,None,None,None,None,None
214,car,0.57,4,1428,323,1508,380,MATRICULA,None,None,None,None,None,None
214,car,0.64,5,1364,322,1398,357,MATRICULA,None,None,None,None,None,None
214,car,0.58,6,1346,323,1376,351,MATRICULA,None,None,None,None,None,None
215,bus,0.54,1,1244,262,1327,348,MATRICULA,None,None,None,None,None,None
215,person,0.74,3,461,263,517,426,MATRICULA,None,None,None,None,None,None
215,car,0.58,4,1429,323,1508,380,MATRICULA,None,None,None,None,None,None
